time,altitude,grade_smooth,velocity_smooth,heartrate,distance
0,31.2,9.1,0.0,47,0.0
1,31.4,5.9,0.71,46,0.7
2,31.4,4.2,1.115,46,2.2
3,31.6,3.2,1.467,47,4.4
4,31.6,1.9,1.685,47,6.7
5,31.6,0.0,1.892,48,9.5
6,31.6,1.6,2.384,48,12.6
7,31.6,1.6,2.758,51,16.0
8,31.8,3.2,2.958,53,19.2
9,31.8,3.3,3.082,53,22.1
10,32.0,3.4,3.124,56,25.1
11,32.0,5.1,3.08,58,28.0
12,32.2,3.4,2.99,60,31.0
13,32.4,5.1,2.93,64,33.8
14,32.4,3.3,2.936,64,36.8
15,32.6,3.3,2.958,66,39.9
16,32.6,3.3,3.002,67,43.0
17,32.8,1.6,2.998,68,46.0
18,32.8,3.3,3.026,68,49.0
19,32.8,1.6,3.076,68,52.2
20,33.0,3.1,3.094,72,55.3
21,33.0,4.6,3.11,75,58.6
22,33.2,3.1,3.16,77,61.8
23,33.4,4.8,3.24,80,65.2
24,33.4,3.3,3.2,82,68.2
25,33.6,1.7,3.138,84,71.0
26,33.6,3.4,3.042,89,73.8
27,33.6,3.3,3.03,90,76.9
28,33.8,3.3,2.96,92,80.0
29,34.0,3.1,3.002,96,83.2
30,34.0,3.1,2.972,99,85.9
31,34.0,1.6,3.232,101,90.0
32,34.2,1.5,3.16,104,92.7
33,34.2,3.2,3.23,106,96.1
34,34.2,1.6,3.196,107,99.2
35,34.4,3.4,3.28,108,102.3
36,34.4,3.3,2.99,109,104.9
37,34.6,1.7,3.066,110,108.0
38,34.6,3.3,3.018,111,111.2
39,34.6,1.7,3.01,111,114.3
40,34.8,1.7,2.974,112,117.2
41,34.8,3.5,3.016,112,120.0
42,34.8,1.8,2.95,113,122.8
43,35.0,3.5,2.888,113,125.7
44,35.0,5.1,2.834,113,128.4
45,35.2,3.3,2.862,113,131.5
46,35.4,3.2,2.914,113,134.6
47,35.4,3.1,2.982,113,137.7
48,35.4,1.5,3.062,113,141.0
49,35.6,3.2,3.15,114,144.2
50,35.6,3.4,3.206,114,147.5
51,35.8,3.6,3.148,114,150.3
52,35.8,3.8,3.032,114,152.9
53,36.0,3.8,2.862,114,155.3
54,36.0,5.5,2.798,115,158.2
55,36.2,3.5,2.666,115,160.8
56,36.4,3.4,2.71,115,163.9
57,36.4,3.4,2.77,115,166.7
58,36.4,1.7,2.9,116,169.8
59,36.6,1.7,2.892,116,172.6
60,36.6,0.0,2.896,116,175.3
61,36.6,-1.7,2.904,117,178.4
62,36.4,0.0,2.886,117,181.1
63,36.4,0.0,2.858,117,184.1
64,36.6,1.7,2.874,117,187.0
65,36.6,3.4,2.906,117,189.8
66,36.6,3.5,2.868,118,192.7
67,36.8,3.4,2.934,118,195.8
68,37.0,3.3,2.898,118,198.6
69,37.0,1.7,2.924,118,201.6
70,37.0,0.0,2.992,118,204.8
71,37.0,0.0,3.032,118,207.9
72,37.0,0.0,2.99,118,210.8
73,37.0,1.7,2.978,118,213.4
74,37.0,1.6,2.986,119,216.5
75,37.2,1.5,2.996,119,219.8
76,37.2,1.5,3.01,119,222.9
77,37.2,1.5,3.194,119,226.7
78,37.2,1.4,3.318,118,230.0
79,37.4,1.5,3.288,119,233.0
80,37.4,1.5,3.432,119,236.9
81,37.4,0.0,3.412,120,240.0
82,37.4,0.0,3.344,120,243.4
83,37.4,0.0,3.26,120,246.3
84,37.4,0.0,3.44,120,250.2
85,37.4,0.0,3.364,121,253.8
86,37.4,0.0,3.388,121,256.9
87,37.4,0.0,3.33,122,260.1
88,37.4,0.0,3.348,122,263.1
89,37.4,0.0,3.386,123,267.1
90,37.4,0.0,3.322,124,270.4
91,37.4,1.7,3.27,124,273.3
92,37.4,1.7,3.254,124,276.4
93,37.6,1.7,3.192,125,279.0
94,37.6,1.7,2.94,125,281.8
95,37.6,0.0,2.926,126,285.0
96,37.6,1.5,2.992,126,288.2
97,37.6,1.5,3.066,125,291.7
98,37.8,1.5,3.166,125,294.9
99,37.8,2.9,3.286,125,298.2
100,37.8,1.4,3.336,125,301.7
101,38.0,1.4,3.454,125,305.5
102,38.0,1.4,3.476,125,309.1
103,38.0,0.0,3.568,125,312.7
104,38.0,0.0,3.536,125,315.9
105,38.0,0.0,3.408,125,318.7
106,38.0,0.0,3.244,125,321.7
107,38.0,-1.6,3.18,125,325.0
108,38.0,-1.6,3.092,125,328.2
109,37.8,-1.6,3.03,125,331.1
110,37.8,-1.5,3.088,125,334.2
111,37.8,0.0,3.198,125,337.7
112,37.8,0.0,3.318,125,341.6
113,37.8,0.0,3.33,125,344.8
114,37.8,0.0,3.356,125,347.9
115,37.8,0.0,3.394,125,351.1
116,37.8,0.0,3.332,124,354.4
117,37.8,0.0,3.322,124,358.2
118,37.8,0.0,3.394,124,361.8
119,37.8,0.0,3.356,124,364.6
120,37.8,1.6,3.388,124,368.1
121,37.8,1.5,3.38,124,371.3
122,38.0,1.6,3.264,124,374.5
123,38.0,1.5,3.206,124,377.8
124,38.0,1.5,3.246,124,380.9
125,38.0,1.5,3.228,124,384.2
126,38.2,1.5,3.264,124,387.6
127,38.2,1.5,3.302,124,391.0
128,38.2,1.5,3.288,124,394.3
129,38.2,1.6,3.344,124,397.6
130,38.4,1.7,3.34,124,400.9
131,38.4,1.7,3.22,124,403.7
132,38.4,1.7,3.042,124,406.2
133,38.4,1.7,3.03,124,409.4
134,38.6,1.6,3.036,124,412.8
135,38.6,3.1,2.946,124,415.6
136,38.6,1.6,3.062,124,419.0
137,38.8,3.0,3.204,124,422.2
138,38.8,3.1,3.18,124,425.3
139,39.0,3.0,3.206,124,428.8
140,39.0,3.0,3.258,124,431.9
141,39.2,1.5,3.284,124,435.4
142,39.2,2.9,3.302,124,438.8
143,39.2,1.4,3.386,125,442.2
144,39.4,1.4,3.39,125,445.7
145,39.4,1.5,3.486,125,449.4
146,39.4,1.5,3.444,125,452.6
147,39.4,1.5,3.402,125,455.8
148,39.6,1.5,3.412,126,459.3
149,39.6,1.5,3.34,126,462.4
150,39.6,0.0,3.316,126,465.9
151,39.6,1.5,3.348,126,469.4
152,39.6,1.5,3.37,126,472.6
153,39.8,1.6,3.322,127,475.9
154,39.8,1.6,3.312,127,479.0
155,39.8,0.0,3.242,127,482.1
156,39.8,0.0,3.14,127,485.1
157,39.8,0.0,3.158,127,488.4
158,39.8,0.0,3.116,127,491.5
159,39.8,0.0,3.086,127,494.4
160,39.8,0.0,3.192,127,498.1
161,39.8,0.0,3.35,127,501.8
162,39.8,0.0,3.3,127,504.9
163,39.8,0.0,3.34,127,508.2
164,39.8,0.0,3.532,126,512.1
165,39.8,0.0,3.486,126,515.5
166,39.8,0.0,3.46,126,519.1
167,39.8,0.0,3.558,126,522.7
168,39.8,0.0,3.56,126,526.0
169,39.8,0.0,3.494,125,529.6
170,39.8,0.0,3.418,125,532.6
171,39.8,0.0,3.384,125,536.0
172,39.8,0.0,3.326,125,539.3
173,39.8,0.0,3.328,125,542.6
174,39.8,0.0,3.238,125,545.8
175,39.8,0.0,3.32,125,549.2
176,39.8,-1.5,3.232,125,552.2
177,39.8,-1.4,3.194,125,555.3
178,39.6,-1.4,3.278,125,559.0
179,39.6,-1.4,3.46,125,563.0
180,39.6,0.0,3.478,125,566.6
181,39.6,0.0,3.578,126,570.1
182,39.6,0.0,3.578,126,573.2
183,39.6,0.0,3.522,126,576.6
184,39.6,0.0,3.35,126,579.8
185,39.6,0.0,3.288,126,583.1
186,39.6,0.0,3.168,126,585.9
187,39.6,0.0,3.192,126,589.1
188,39.6,-1.5,3.176,127,592.5
189,39.6,-1.5,3.182,127,595.7
190,39.4,-1.4,3.172,127,598.9
191,39.4,-1.5,3.31,127,602.5
192,39.4,0.0,3.442,127,606.3
193,39.4,0.0,3.368,127,609.3
194,39.4,0.0,3.374,127,612.6
195,39.4,1.6,3.226,127,615.0
196,39.4,1.6,3.158,127,618.3
197,39.6,1.5,3.072,127,621.7
198,39.6,0.0,3.142,127,625.0
199,39.6,-1.4,3.152,127,628.3
200,39.4,-1.5,3.462,126,632.4
201,39.4,-1.3,3.47,126,635.6
202,39.4,1.3,3.366,126,638.5
203,39.4,1.3,3.804,125,644.1
204,39.6,1.2,3.796,125,647.3
205,39.6,1.2,3.838,125,651.5
206,39.6,0.0,4.038,124,655.8
207,39.6,0.0,4.432,124,660.7
208,39.6,1.3,4.016,124,664.2
209,39.6,1.4,4.17,124,668.2
210,39.8,1.3,4.026,123,671.7
211,39.8,2.7,3.92,123,675.4
212,39.8,1.3,3.768,123,679.5
213,40.0,1.4,3.816,123,683.2
214,40.0,2.8,3.798,123,687.2
215,40.0,1.4,3.694,123,690.2
216,40.2,1.5,3.718,123,694.0
217,40.2,3.2,3.564,123,697.4
218,40.2,1.7,3.4,124,700.2
219,40.4,1.7,3.132,124,702.8
220,40.4,3.1,3.192,124,706.1
221,40.4,1.5,3.092,124,709.5
222,40.6,1.5,3.146,125,713.1
223,40.6,2.9,3.226,125,716.4
224,40.6,1.5,3.408,125,719.9
225,40.8,1.5,3.408,125,723.2
226,40.8,1.5,3.42,125,726.6
227,40.8,1.6,3.33,126,729.7
228,40.8,3.3,3.314,126,732.9
229,41.0,3.6,3.222,126,736.0
230,41.2,5.2,3.076,126,738.5
231,41.2,7.1,2.858,127,740.9
232,41.4,5.3,2.95,127,744.5
233,41.8,6.5,2.86,127,747.2
234,41.8,6.5,2.796,127,750.0
235,42.0,3.3,2.93,127,753.2
236,42.2,4.6,3.176,127,756.7
237,42.2,4.7,3.006,127,759.5
238,42.4,3.2,3.146,128,763.0
239,42.6,4.6,3.202,128,766.0
240,42.6,3.1,3.248,128,769.4
241,42.8,1.5,3.17,128,772.6
242,42.8,3.1,3.246,128,775.8
243,42.8,1.5,3.23,128,779.1
244,43.0,3.1,3.292,129,782.4
245,43.0,3.3,3.216,129,785.5
246,43.2,1.7,3.182,129,788.5
247,43.2,3.2,3.086,129,791.2
248,43.2,1.5,3.074,129,794.5
249,43.4,1.5,3.1,129,797.9
250,43.4,1.4,3.206,129,801.5
251,43.4,0.0,3.276,129,804.9
252,43.4,0.0,3.456,129,808.5
253,43.4,0.0,3.41,129,811.5
254,43.4,0.0,3.426,129,815.0
255,43.4,0.0,3.332,129,818.2
256,43.4,1.6,3.346,129,821.6
257,43.4,1.6,3.244,129,824.7
258,43.6,1.6,3.22,129,827.6
259,43.6,3.1,3.14,129,830.8
260,43.6,1.6,3.14,129,833.9
261,43.8,1.6,3.19,129,837.6
262,43.8,1.6,3.148,129,840.4
263,43.8,1.6,3.12,129,843.2
264,43.8,1.7,3.122,129,846.4
265,44.0,1.6,3.172,129,849.8
266,44.0,3.0,2.994,129,852.5
267,44.0,1.6,3.128,129,856.1
268,44.2,1.6,3.294,129,859.7
269,44.2,1.6,3.242,129,862.6
270,44.2,0.0,3.092,129,865.2
271,44.2,0.0,3.2,129,868.5
272,44.2,0.0,3.028,129,871.2
273,44.2,0.0,3.108,129,875.2
274,44.2,0.0,3.242,129,878.8
275,44.2,1.5,3.284,129,881.6
276,44.2,1.4,3.332,129,885.2
277,44.4,2.9,3.46,129,888.5
278,44.4,3.0,3.476,129,892.6
279,44.6,1.5,3.306,129,895.3
280,44.6,3.1,3.354,129,898.4
281,44.6,1.5,3.296,129,901.7
282,44.8,1.6,3.376,129,905.4
283,44.8,1.6,3.126,129,908.3
284,44.8,0.0,3.168,129,911.2
285,44.8,0.0,3.174,129,914.3
286,44.8,0.0,3.156,129,917.5
287,44.8,1.7,2.988,129,920.3
288,44.8,1.8,2.998,129,923.2
289,45.0,1.9,2.954,129,925.9
290,45.0,3.0,2.882,130,928.7
291,45.0,1.9,2.684,130,930.9
292,45.2,1.5,2.576,130,933.2
293,45.2,1.9,2.658,130,936.5
294,45.2,1.7,2.532,130,938.6
295,45.2,1.7,2.6,131,941.7
296,45.4,1.5,2.752,131,944.6
297,45.4,1.4,3.036,131,948.4
298,45.4,1.3,3.038,131,951.7
299,45.4,1.4,3.458,131,955.9
300,45.6,3.0,3.644,132,959.9
301,45.6,3.0,3.544,132,962.3
302,45.8,3.1,3.346,132,965.1
303,45.8,4.5,3.506,132,969.3
304,46.0,2.9,3.382,132,972.8
305,46.2,3.2,3.172,132,975.8
306,46.2,1.6,3.314,132,978.9
307,46.2,1.8,3.338,131,981.8
308,46.2,1.8,3.142,131,985.0
309,46.4,3.7,2.862,131,987.1
310,46.4,3.6,2.848,131,990.0
311,46.6,3.3,2.738,131,992.6
312,46.6,4.7,2.87,131,996.2
313,46.8,2.9,2.848,131,999.2
314,47.0,4.8,3.15,130,1002.8
315,47.0,6.2,3.268,130,1006.3
316,47.2,4.5,3.214,130,1008.7
317,47.6,6.2,3.184,130,1012.1
318,47.6,4.0,3.382,130,1016.1
319,47.8,1.3,3.274,130,1019.2
320,47.8,1.4,3.49,130,1023.8
321,47.8,1.4,3.716,129,1027.3
322,47.8,3.0,3.752,129,1030.8
323,48.0,5.0,3.496,129,1033.6
324,48.2,5.0,3.56,129,1037.0
325,48.4,4.8,3.11,129,1039.3
326,48.4,5.0,3.12,130,1042.9
327,48.6,4.6,3.058,130,1046.1
328,48.8,6.3,3.074,130,1049.0
329,49.0,4.9,3.072,130,1052.4
330,49.2,4.7,3.224,130,1055.5
331,49.2,4.7,3.094,130,1058.3
332,49.4,4.8,3.108,130,1061.7
333,49.6,6.4,3.22,131,1065.1
334,49.8,5.0,3.106,131,1067.9
335,50.0,5.2,3.06,131,1070.8
336,50.0,4.9,3.09,131,1073.8
337,50.2,3.2,3.006,131,1076.7
338,50.4,4.4,3.014,131,1080.1
339,50.4,3.0,3.072,132,1083.3
340,50.6,1.6,3.314,132,1087.3
341,50.6,3.3,3.248,132,1090.0
342,50.6,1.8,3.136,132,1092.4
343,50.8,3.4,3.044,132,1095.3
344,50.8,3.1,3.02,133,1098.4
345,51.0,1.5,2.892,133,1101.8
346,51.0,1.5,3.036,133,1105.2
347,51.0,0.0,3.22,133,1108.5
348,51.0,1.6,3.206,133,1111.4
349,51.0,1.5,3.198,133,1114.3
350,51.2,1.5,3.174,133,1117.7
351,51.2,1.5,3.238,133,1121.4
352,51.2,0.0,3.222,133,1124.6
353,51.2,0.0,3.28,133,1127.8
354,51.2,0.0,3.29,133,1130.8
355,51.2,0.0,3.23,133,1133.8
356,51.2,0.0,3.188,133,1137.3
357,51.2,1.4,3.288,133,1141.0
358,51.2,1.5,3.3,133,1144.3
359,51.4,1.6,3.374,133,1147.7
360,51.4,1.6,3.362,133,1150.6
361,51.4,0.0,3.31,134,1153.9
362,51.4,0.0,3.152,134,1156.8
363,51.4,1.6,3.204,134,1160.3
364,51.4,1.6,3.174,134,1163.5
365,51.6,1.7,3.164,134,1166.4
366,51.6,1.7,3.128,134,1169.5
367,51.6,0.0,3.116,135,1172.4
368,51.6,0.0,2.996,135,1175.3
369,51.6,1.7,2.996,135,1178.5
370,51.6,1.6,3.056,135,1181.7
371,51.8,1.7,2.98,135,1184.4
372,51.8,1.7,3.03,134,1187.5
373,51.8,1.6,2.994,134,1190.3
374,51.8,1.6,2.96,134,1193.3
375,52.0,1.5,2.968,134,1196.6
376,52.0,1.4,3.098,134,1199.9
377,52.0,0.0,3.184,134,1203.4
378,52.0,1.5,3.382,134,1207.2
379,52.0,1.5,3.466,134,1210.7
380,52.2,1.5,3.426,133,1213.7
381,52.2,3.3,3.444,133,1217.1
382,52.2,3.3,3.344,133,1220.2
383,52.4,5.2,3.144,133,1222.9
384,52.6,5.2,2.998,133,1225.6
385,52.8,5.1,2.974,132,1228.6
386,52.8,3.4,2.902,132,1231.6
387,53.0,3.3,2.916,132,1234.7
388,53.0,5.1,2.924,132,1237.5
389,53.2,3.3,2.974,131,1240.5
390,53.4,4.9,2.974,131,1243.4
391,53.4,4.7,3.038,131,1246.8
392,53.6,4.8,3.004,131,1249.8
393,53.8,6.8,3.134,130,1253.2
394,54.0,5.2,3.078,130,1255.9
395,54.2,5.4,3.032,130,1258.6
396,54.2,5.4,2.914,130,1261.4
397,54.4,7.3,2.908,130,1264.3
398,54.6,9.2,2.752,131,1266.9
399,55.0,9.7,2.744,131,1269.6
400,55.2,11.9,2.736,131,1272.3
401,55.4,10.3,2.642,132,1274.6
402,55.8,11.9,2.388,132,1276.2
403,56.0,11.9,2.358,132,1278.7
404,56.2,9.9,2.334,132,1281.3
405,56.6,9.4,2.348,132,1284.0
406,56.8,7.1,2.354,133,1286.4
407,57.0,5.3,2.628,133,1289.4
408,57.0,3.4,2.768,133,1292.6
409,57.2,3.4,2.818,133,1295.4
410,57.2,3.5,2.842,133,1298.2
411,57.4,3.6,2.946,133,1301.1
412,57.4,7.5,2.918,133,1304.0
413,57.6,7.8,2.76,133,1306.4
414,58.0,8.0,2.696,133,1308.9
415,58.2,7.6,2.626,133,1311.3
416,58.2,5.7,2.58,133,1314.0
417,58.4,5.7,2.586,133,1316.9
418,58.6,7.9,2.598,133,1319.3
419,58.8,8.1,2.596,133,1321.8
420,59.0,7.8,2.548,133,1324.1
421,59.2,7.8,2.52,133,1326.6
422,59.4,7.5,2.474,133,1329.3
423,59.6,9.4,2.56,133,1332.2
424,59.8,9.5,2.578,133,1334.7
425,60.2,9.5,2.624,133,1337.2
426,60.4,7.5,2.646,133,1339.8
427,60.6,5.5,2.684,133,1342.7
428,60.6,5.6,2.648,133,1345.4
429,60.8,5.6,2.668,133,1348.1
430,61.0,5.5,2.652,133,1350.5
431,61.2,5.8,2.702,133,1353.3
432,61.2,5.5,2.724,133,1356.3
433,61.4,3.7,2.618,134,1358.5
434,61.6,5.6,2.68,134,1361.5
435,61.6,5.3,2.742,134,1364.2
436,61.8,3.5,2.736,134,1367.0
437,62.0,5.3,2.704,134,1369.8
438,62.0,5.4,2.856,134,1372.8
439,62.2,5.7,2.798,134,1375.5
440,62.4,5.9,2.806,134,1378.2
441,62.6,5.9,2.668,134,1380.4
442,62.6,3.8,2.62,134,1382.9
443,62.8,3.7,2.59,134,1385.7
444,62.8,3.6,2.636,134,1388.6
445,63.0,1.8,2.6,134,1391.2
446,63.0,3.6,2.75,134,1394.1
447,63.0,1.8,2.772,134,1396.8
448,63.2,1.9,2.794,134,1399.7
449,63.2,3.2,2.714,134,1402.2
450,63.2,3.3,2.642,134,1404.4
451,63.4,5.2,2.498,134,1406.6
452,63.4,5.1,2.476,134,1409.2
453,63.6,6.7,2.414,134,1411.8
454,63.8,6.4,2.298,134,1413.7
455,63.8,6.5,2.338,134,1416.1
456,64.2,5.8,2.404,133,1418.6
457,64.2,7.8,2.494,133,1421.6
458,64.4,7.6,2.444,133,1424.0
459,64.6,9.1,2.526,133,1426.3
460,65.0,7.1,2.602,133,1429.1
461,65.2,6.7,2.792,134,1432.6
462,65.2,3.3,2.73,134,1435.3
463,65.4,3.5,2.862,134,1438.3
464,65.4,7.3,2.948,134,1441.1
465,65.6,7.8,2.958,134,1443.9
466,66.0,9.3,2.734,134,1446.3
467,66.2,9.9,2.644,135,1448.5
468,66.4,7.4,2.704,135,1451.8
469,66.6,7.6,2.59,135,1454.0
470,66.8,7.9,2.626,135,1457.0
471,67.0,7.6,2.554,135,1459.0
472,67.2,7.8,2.694,135,1462.0
473,67.4,9.5,2.54,135,1464.5
474,67.6,9.7,2.652,135,1467.3
475,68.0,9.8,2.498,135,1469.5
476,68.2,10.2,2.578,135,1471.9
477,68.4,8.4,2.482,135,1474.4
478,68.6,10.0,2.444,135,1476.7
479,68.8,10.3,2.344,135,1479.0
480,69.0,9.9,2.376,135,1481.4
481,69.4,10.0,2.396,135,1483.9
482,69.6,9.8,2.336,135,1486.1
483,69.8,9.9,2.424,135,1488.8
484,70.0,10.0,2.41,135,1491.1
485,70.2,11.2,2.458,135,1493.7
486,70.6,11.3,2.434,135,1496.1
487,70.8,11.8,2.41,135,1498.1
488,71.0,9.6,2.15,135,1499.6
489,71.2,9.1,2.132,135,1501.7
490,71.4,10.4,2.04,135,1503.9
491,71.6,9.9,2.094,135,1506.5
492,71.8,8.4,2.188,135,1509.1
493,72.2,8.8,2.308,135,1511.1
494,72.4,10.6,2.416,135,1513.8
495,72.4,9.0,2.386,135,1515.8
496,72.6,11.1,2.272,135,1517.9
497,73.0,13.1,2.274,135,1520.4
498,73.2,12.9,2.224,135,1522.3
499,73.6,13.4,2.158,136,1524.6
500,73.8,13.2,2.13,136,1526.5
501,74.0,11.8,2.178,136,1528.8
502,74.4,13.8,2.096,137,1530.9
503,74.6,13.8,2.118,137,1532.8
504,74.8,14.5,2.038,138,1534.8
505,75.2,15.0,2.028,138,1536.6
506,75.4,14.9,2.028,139,1538.9
507,75.8,15.9,1.936,139,1540.6
508,76.2,16.3,2.014,140,1542.9
509,76.4,16.1,2.144,140,1545.5
510,77.0,17.1,2.27,140,1548.0
511,77.2,20.9,2.202,141,1549.9
512,77.6,18.8,2.234,141,1551.8
513,78.0,15.7,2.102,141,1553.4
514,78.4,18.0,1.914,141,1555.1
515,78.6,16.1,1.85,141,1557.2
516,78.8,15.5,1.896,141,1559.4
517,79.2,14.5,1.866,141,1561.1
518,79.4,13.8,1.906,141,1562.9
519,79.8,15.5,2.0,141,1565.1
520,80.0,13.3,1.926,141,1566.8
521,80.2,11.8,1.874,141,1568.8
522,80.6,13.1,1.994,140,1571.1
523,80.8,12.8,2.024,140,1573.1
524,81.0,13.5,2.042,140,1575.3
525,81.4,15.2,2.144,140,1577.6
526,81.6,13.5,2.192,140,1579.8
527,82.0,14.5,2.07,140,1581.4
528,82.4,14.5,2.11,140,1583.6
529,82.4,14.5,2.07,140,1585.6
530,82.8,13.5,1.926,140,1587.2
531,83.0,12.0,1.772,140,1588.6
532,83.2,13.1,1.884,140,1590.8
533,83.6,10.6,1.928,140,1593.3
534,83.8,12.6,1.938,140,1595.3
535,84.0,11.1,2.124,140,1597.8
536,84.2,13.5,2.254,140,1599.9
537,84.6,16.9,2.222,140,1601.9
538,84.8,15.9,2.158,140,1604.1
539,85.2,16.3,2.074,140,1605.7
540,85.6,14.9,1.89,140,1607.3
541,85.8,17.0,1.856,141,1609.2
542,86.0,14.4,1.798,141,1610.9
543,86.2,14.3,1.73,141,1612.7
544,86.6,14.7,1.786,141,1614.6
545,86.8,15.3,1.908,141,1616.8
546,87.2,17.1,1.864,141,1618.5
547,87.4,16.2,1.828,141,1620.1
548,87.6,17.0,1.73,141,1621.3
549,88.0,17.3,1.726,142,1623.2
550,88.4,19.0,1.78,142,1625.7
551,88.6,18.9,1.78,142,1627.4
552,89.0,18.1,1.77,142,1628.9
553,89.4,16.6,1.85,142,1630.6
554,89.8,18.0,1.944,142,1633.0
555,90.0,15.6,1.716,142,1634.3
556,90.2,13.7,1.836,142,1636.6
557,90.6,12.6,1.918,142,1638.5
558,90.8,12.0,1.968,142,1640.4
559,91.0,12.7,1.864,142,1642.3
560,91.2,12.6,1.954,142,1644.1
561,91.4,12.2,1.87,142,1645.9
562,91.6,12.3,1.822,142,1647.6
563,92.0,11.9,1.83,142,1649.6
564,92.2,13.0,1.928,142,1651.9
565,92.4,11.4,1.924,142,1653.7
566,92.6,11.1,1.99,142,1655.9
567,93.0,11.3,2.116,143,1658.2
568,93.2,13.8,2.114,143,1660.2
569,93.4,12.8,2.158,143,1662.7
570,93.6,12.5,2.118,143,1664.3
571,94.0,14.2,2.034,143,1666.0
572,94.2,15.2,1.876,143,1667.6
573,94.4,15.4,1.842,143,1669.4
574,94.8,18.0,1.744,143,1671.4
575,95.0,20.2,1.79,143,1673.2
576,95.2,22.5,1.726,143,1674.7
577,95.6,22.7,1.69,143,1676.0
578,96.0,26.4,1.56,143,1677.2
579,96.4,29.9,1.41,143,1678.5
580,96.8,30.8,1.368,143,1680.1
581,97.2,28.1,1.468,143,1682.0
582,97.6,27.8,1.408,143,1683.1
583,98.4,22.2,1.488,143,1684.6
584,98.8,23.7,1.572,143,1686.3
585,99.2,20.8,1.702,143,1688.6
586,99.2,15.2,1.592,143,1690.0
587,99.4,13.8,1.738,143,1691.8
588,99.8,16.4,1.676,143,1693.0
589,100.0,17.7,1.652,144,1694.6
590,100.2,19.3,1.576,144,1696.4
591,100.6,17.7,1.6,144,1698.0
592,101.0,19.2,1.558,144,1699.5
593,101.2,20.9,1.66,144,1701.3
594,101.6,20.4,1.712,144,1703.2
595,102.0,19.0,1.716,144,1705.0
596,102.4,19.9,1.808,145,1707.0
597,102.8,18.8,1.842,145,1708.8
598,103.0,16.2,1.754,145,1710.1
599,103.2,15.1,1.636,145,1711.3
600,103.6,13.4,1.756,145,1713.8
601,103.8,12.2,1.822,145,1716.1
602,104.0,10.8,1.776,145,1717.6
603,104.2,13.4,1.83,145,1719.2
604,104.4,18.2,2.038,145,1721.5
605,104.6,19.2,1.844,145,1723.0
606,105.0,21.2,1.626,145,1724.2
607,105.2,20.8,1.512,145,1725.2
608,105.6,24.9,1.356,145,1726.0
609,106.0,27.7,1.204,145,1727.6
610,106.4,28.3,1.186,145,1729.0
611,106.6,31.5,1.3,145,1730.7
612,107.0,31.8,1.358,145,1732.0
613,107.4,34.8,1.382,144,1732.9
614,107.6,34.4,1.262,144,1733.9
615,108.0,32.2,1.174,144,1734.8
616,108.4,33.8,0.924,144,1735.4
617,108.8,35.9,0.814,144,1736.1
618,109.0,36.0,0.654,144,1736.2
619,109.4,35.6,0.664,145,1737.2
620,109.6,36.0,0.64,145,1738.0
621,109.8,33.9,0.834,146,1739.5
622,110.2,30.9,1.068,146,1741.4
623,110.6,27.5,1.166,146,1742.0
624,111.0,27.9,1.142,146,1742.9
625,111.4,32.5,1.224,147,1744.2
626,111.8,34.6,1.17,147,1745.4
627,112.0,32.1,1.004,147,1746.4
628,112.4,30.2,1.216,147,1748.1
629,112.8,29.4,1.124,147,1748.5
630,113.0,27.6,1.044,147,1749.4
631,113.4,27.9,0.91,147,1749.9
632,113.6,29.0,0.892,147,1750.9
633,113.8,29.4,0.902,146,1752.6
634,114.2,30.2,1.05,146,1753.8
635,114.4,31.8,1.126,146,1755.0
636,114.8,33.7,1.24,146,1756.1
637,115.2,33.3,1.318,146,1757.5
638,115.4,36.9,1.142,146,1758.3
639,115.6,39.3,0.926,146,1758.4
640,116.0,38.1,0.82,146,1759.1
641,116.2,38.2,0.66,146,1759.4
642,116.8,36.4,0.514,146,1760.0
643,117.2,36.4,0.674,146,1761.7
644,117.4,35.6,0.79,146,1762.3
645,117.8,34.0,0.732,146,1762.8
646,118.2,33.0,0.966,145,1764.3
647,118.4,32.7,1.088,146,1765.5
648,118.6,29.8,0.978,146,1766.6
649,118.8,28.5,0.946,146,1767.1
650,119.0,29.8,1.03,146,1767.9
651,119.0,26.4,0.828,146,1768.4
652,119.4,29.9,0.786,146,1769.4
653,119.6,31.8,0.656,146,1769.8
654,120.0,28.2,0.738,146,1770.8
655,120.2,29.3,0.854,146,1772.2
656,120.4,27.8,0.802,146,1772.4
657,120.6,31.0,0.796,146,1773.4
658,121.0,33.1,0.836,146,1774.0
659,121.2,29.3,0.708,146,1774.3
660,121.4,28.7,0.546,146,1774.9
661,121.4,30.5,0.592,147,1775.4
662,121.6,31.1,0.686,147,1776.8
663,121.8,32.0,0.772,147,1777.9
664,122.2,35.1,0.788,147,1778.2
665,122.4,32.7,0.754,147,1778.7
666,122.6,29.7,0.786,147,1779.3
667,122.8,27.9,0.838,147,1781.0
668,123.0,33.2,0.694,147,1781.3
669,123.4,31.4,0.848,147,1782.5
670,123.6,30.8,0.816,147,1782.8
671,123.6,27.8,0.692,147,1782.8
672,124.0,27.5,0.414,147,1783.1
673,124.2,27.2,0.61,147,1784.4
674,124.4,26.9,0.634,148,1785.7
675,124.8,25.6,0.736,148,1786.4
676,125.0,24.2,0.978,148,1787.7
677,125.0,24.2,1.042,148,1788.3
678,125.4,24.2,1.016,148,1789.5
