time,altitude,grade_smooth,velocity_smooth,heartrate,distance
17292,331.4,-18.0,3.428,131,34953.5
17293,330.6,-13.0,3.36,131,34956.7
17294,330.0,-14.3,3.423,131,34960.5
17295,329.8,-13.9,3.448,132,34964.4
17296,329.4,-14.5,3.391,132,34967.5
17297,328.8,-20.0,3.22,132,34969.6
17298,328.2,-25.2,3.24,132,34972.9
17299,327.8,-23.2,2.788,132,34974.4
17300,327.0,-23.0,2.526,132,34977.1
17301,326.4,-21.5,2.382,132,34979.4
17302,326.0,-17.2,2.414,132,34981.7
17303,325.6,-16.4,2.26,132,34984.2
17304,325.2,-18.1,2.42,132,34986.6
17305,325.0,-18.6,2.327,131,34988.7
17306,324.4,-15.7,2.445,131,34991.6
17307,323.6,-15.8,2.656,131,34995.0
17308,323.2,-15.8,3.016,131,34999.3
17309,322.8,-12.7,3.205,131,35002.6
17310,322.2,-18.2,3.368,131,35005.5
17311,321.8,-21.5,3.498,130,35009.1
17312,320.8,-18.7,3.505,130,35012.5
17313,320.0,-21.3,3.266,130,35015.6
17314,319.8,-17.8,3.155,130,35018.4
17315,319.2,-17.0,3.166,130,35021.4
17316,318.8,-19.0,2.92,130,35023.7
17317,318.0,-19.4,2.98,130,35027.4
17318,317.4,-19.6,3.072,130,35031.0
17319,316.8,-17.3,3.07,130,35033.7
17320,316.4,-20.7,2.93,130,35036.0
17321,316.0,-18.9,3.048,130,35039.0
17322,315.0,-17.8,3.03,130,35042.5
17323,314.6,-16.7,2.87,131,35045.3
17324,314.2,-11.2,2.928,131,35048.3
17325,313.8,-14.8,3.23,131,35052.2
17326,313.6,-13.0,3.218,131,35055.1
17327,312.6,-12.2,3.268,131,35058.9
17328,312.2,-15.1,3.672,131,35063.7
17329,312.0,-12.7,3.716,132,35066.9
17330,311.2,-17.0,3.762,132,35071.0
17331,310.6,-20.2,3.906,132,35074.6
17332,310.0,-19.5,3.546,132,35076.6
17333,309.4,-21.7,3.22,131,35079.8
17334,308.8,-17.5,3.276,131,35083.3
17335,308.0,-16.8,3.122,131,35086.6
17336,307.8,-18.1,2.918,131,35089.2
17337,307.4,-14.5,3.022,131,35091.7
17338,306.8,-19.6,2.909,131,35094.3
17339,306.4,-15.8,2.866,131,35097.6
17340,305.6,-17.8,2.77,130,35100.4
17341,305.4,-18.7,3.032,130,35104.4
17342,304.6,-23.6,2.988,130,35106.7
17343,304.4,-25.3,2.802,130,35108.3
17344,303.4,-19.0,2.242,130,35108.8
17345,303.0,-14.4,2.208,129,35111.5
17346,302.8,-6.7,2.052,129,35114.6
17347,302.6,-6.4,2.102,129,35117.2
17348,302.6,-4.7,2.502,129,35120.9
17349,302.2,-2.9,3.04,129,35124.0
17350,302.2,-3.2,3.172,129,35127.3
17351,302.2,0.0,3.248,129,35130.9
17352,302.2,0.0,3.209,129,35133.2
17353,302.2,2.0,2.927,129,35135.5
17354,302.2,5.9,2.822,129,35138.1
17355,302.4,5.7,2.706,129,35140.9
17356,302.8,8.0,2.502,130,35143.4
17357,302.8,8.2,2.554,130,35146.0
17358,302.8,6.4,2.505,130,35148.0
17359,303.2,6.2,2.506,130,35150.7
17360,303.4,7.4,2.426,131,35153.0
17361,303.6,5.7,2.516,131,35155.9
17362,303.6,3.7,2.574,131,35158.9
17363,303.8,3.8,2.655,132,35161.3
17364,303.8,3.8,2.65,132,35163.9
17365,304.0,1.8,2.705,132,35166.5
17366,304.0,1.9,2.702,133,35169.4
17367,304.0,0.0,2.648,133,35172.1
17368,304.0,0.0,2.646,134,35174.5
17369,304.0,0.0,2.562,134,35176.7
17370,304.0,0.0,2.52,134,35179.1
17371,304.0,0.0,2.472,135,35181.8
17372,304.0,0.0,2.452,135,35184.4
17373,304.0,0.0,2.616,135,35187.6
17374,304.0,0.0,2.905,135,35191.3
17375,304.0,0.0,2.944,135,35193.8
17376,304.0,-1.7,3.163,135,35197.6
17377,304.0,-6.4,3.208,135,35200.4
17378,303.8,-10.5,3.066,136,35202.9
17379,303.2,-15.4,3.032,136,35206.4
17380,302.8,-18.3,3.046,136,35209.1
17381,302.2,-18.1,2.888,136,35212.1
17382,301.6,-18.7,2.913,136,35215.0
17383,301.0,-18.2,3.13,136,35218.6
17384,300.4,-14.2,3.094,136,35221.9
17385,299.8,-15.6,3.236,136,35225.2
17386,299.6,-14.9,3.391,136,35229.0
17387,298.8,-14.7,3.538,136,35232.6
17388,298.2,-16.9,3.606,136,35236.6
17389,297.6,-16.4,3.666,136,35240.2
17390,297.2,-17.7,3.592,136,35243.2
17391,296.6,-20.4,3.413,136,35246.1
17392,296.0,-25.1,3.277,136,35249.0
17393,295.2,-20.9,3.078,136,35252.0
17394,294.4,-19.6,2.824,136,35254.3
17395,294.2,-13.7,2.874,136,35257.6
17396,293.8,-7.8,2.841,136,35260.3
17397,293.6,-7.6,2.923,136,35263.6
17398,293.4,-5.7,3.026,135,35267.1
17399,293.2,-5.7,3.262,135,35270.6
17400,293.0,-7.1,3.358,135,35274.4
17401,292.8,-7.4,3.496,135,35277.8
17402,292.4,-6.4,3.514,135,35281.2
17403,292.2,-4.7,3.398,135,35284.1
17404,292.2,-3.7,3.232,135,35286.8
17405,292.2,-1.9,3.213,135,35290.4
17406,292.0,-3.7,2.877,135,35292.1
17407,292.0,-3.8,2.677,135,35294.6
17408,291.8,-3.3,2.673,135,35297.5
17409,291.8,-4.6,2.846,135,35301.0
17410,291.6,-4.8,2.805,135,35304.4
17411,291.4,-7.4,3.082,135,35307.6
17412,291.2,-4.9,3.054,135,35309.9
17413,291.0,-3.2,2.87,135,35311.8
17414,291.0,-2.0,2.582,135,35313.9
17415,291.0,0.0,2.434,134,35316.6
17416,291.0,-1.4,2.509,134,35320.1
17417,291.0,-1.3,2.77,134,35323.7
17418,290.8,-2.6,3.33,134,35328.5
17419,290.8,-2.6,3.546,134,35331.7
17420,290.6,-2.9,3.773,134,35335.5
17421,290.6,-2.8,3.773,134,35339.0
17422,290.4,-3.0,3.677,134,35342.1
17423,290.4,-4.5,3.456,134,35345.8
17424,290.2,-4.4,3.434,134,35348.9
17425,290.0,-4.5,3.37,134,35352.3
17426,289.8,-4.4,3.334,134,35355.6
17427,289.8,-3.0,3.42,134,35359.2
17428,289.6,-1.6,3.37,135,35362.6
17429,289.6,-3.4,3.364,135,35365.7
17430,289.6,-1.9,3.204,135,35368.4
17431,289.4,-2.0,3.034,135,35370.8
17432,289.4,-1.9,2.84,135,35373.4
17433,289.4,0.0,2.66,134,35375.9
17434,289.4,1.8,2.602,134,35378.7
17435,289.4,3.6,2.618,134,35381.4
17436,289.6,5.2,2.732,134,35384.5
17437,289.8,7.3,2.746,134,35387.1
17438,290.0,9.9,2.838,133,35390.1
17439,290.2,14.7,2.756,133,35392.5
17440,290.6,21.5,2.626,133,35394.6
17441,291.0,20.9,2.318,133,35396.1
17442,291.4,22.9,2.172,133,35398.0
17443,292.0,21.4,1.863,133,35399.4
17444,292.2,21.0,1.634,133,35400.6
17445,292.6,17.3,1.669,133,35402.9
17446,292.8,10.8,1.756,133,35404.8
17447,293.2,7.6,1.709,133,35406.5
17448,293.2,5.5,1.795,134,35408.4
17449,293.2,1.6,1.572,135,35408.5
17450,293.2,-1.7,1.531,136,35410.6
17451,293.2,-1.7,1.804,136,35413.9
17452,293.0,-3.2,2.184,136,35417.4
17453,293.0,-4.7,2.374,137,35420.3
17454,292.8,-4.8,2.95,137,35423.2
17455,292.6,-7.5,3.2,137,35426.6
17456,292.4,-5.8,3.224,137,35430.0
17457,292.0,-6.9,3.216,137,35433.5
17458,292.0,-6.9,3.348,138,35437.0
17459,291.6,-6.9,3.548,138,35441.0
17460,291.4,-10.9,3.577,138,35444.5
17461,291.0,-10.5,3.61,138,35448.0
17462,290.4,-12.0,3.638,138,35451.7
17463,290.2,-10.8,3.458,138,35454.3
17464,289.8,-8.2,3.358,139,35457.8
17465,289.6,-6.4,3.31,139,35461.0
17466,289.4,-5.1,3.182,139,35463.9
17467,289.4,-5.2,3.009,139,35466.8
17468,289.2,-3.3,3.024,139,35469.4
17469,289.0,-4.9,2.958,139,35472.6
17470,289.0,-4.4,2.995,139,35476.0
17471,288.8,-4.0,3.032,139,35479.1
17472,288.6,-6.5,3.286,139,35483.2
17473,288.4,-7.5,3.636,139,35487.6
17474,288.0,-7.8,3.784,139,35491.5
17475,287.6,-9.8,3.828,139,35495.1
17476,287.4,-8.6,3.902,139,35498.6
17477,287.0,-8.5,3.74,139,35501.9
17478,286.8,-8.7,3.564,139,35505.4
17479,286.4,-7.6,3.558,139,35509.3
17480,286.2,-7.7,3.44,138,35512.3
17481,286.0,-9.9,3.302,138,35515.1
17482,285.8,-9.1,3.302,138,35518.4
17483,285.2,-8.7,3.191,138,35521.4
17484,285.0,-10.4,3.256,138,35525.6
17485,284.8,-12.1,3.32,138,35528.9
17486,284.4,-10.3,3.354,138,35531.9
17487,283.6,-10.3,3.242,137,35534.6
17488,283.6,-9.9,3.545,137,35539.1
17489,283.4,-6.9,3.405,137,35542.6
17490,283.0,-12.3,3.42,136,35546.0
17491,282.6,-14.1,3.436,136,35549.1
17492,282.0,-14.4,3.494,136,35552.1
17493,281.6,-13.8,3.248,135,35555.3
17494,281.2,-13.6,3.196,135,35558.6
17495,280.8,-12.2,3.226,135,35562.2
17496,280.2,-11.9,3.24,134,35565.3
17497,280.0,-9.1,3.282,134,35568.5
17498,279.6,-6.0,3.344,134,35572.1
17499,279.6,-6.0,3.368,134,35575.4
17500,279.4,-3.0,3.296,134,35578.6
17501,279.2,-7.5,3.312,133,35581.8
17502,279.2,-7.4,3.402,133,35585.5
17503,278.6,-5.8,3.324,133,35588.7
17504,278.4,-7.4,3.342,133,35592.1
17505,278.4,-4.4,3.378,133,35595.5
17506,278.2,-4.5,3.43,132,35599.0
17507,278.0,-6.4,3.384,132,35602.4
17508,277.8,-8.1,3.338,132,35605.4
17509,277.6,-8.4,3.202,132,35608.1
17510,277.2,-8.8,3.146,132,35611.3
17511,277.0,-6.9,3.06,131,35614.3
17512,276.8,-5.2,2.873,131,35616.8
17513,276.8,-3.4,2.862,131,35619.7
17514,276.6,-3.1,2.955,131,35622.9
17515,276.6,-4.4,2.986,131,35626.2
17516,276.4,-5.6,3.1,131,35629.8
17517,276.2,-6.9,3.298,131,35633.3
17518,275.8,-8.1,3.52,131,35637.3
17519,275.6,-9.5,3.573,131,35640.8
17520,275.2,-9.8,3.686,131,35644.6
17521,274.8,-10.8,3.655,131,35648.1
17522,274.4,-8.5,3.654,131,35651.6
17523,274.0,-6.0,3.652,131,35655.5
17524,274.0,-4.6,3.6,131,35658.8
17525,274.0,-1.7,3.355,131,35661.4
17526,273.8,-1.7,3.314,131,35664.6
17527,273.8,-1.7,3.218,131,35667.6
17528,273.8,0.0,3.027,131,35670.7
17529,273.8,0.0,2.909,131,35673.3
17530,273.8,1.9,2.88,132,35675.8
17531,273.8,1.8,2.732,132,35678.3
17532,274.0,1.8,2.736,132,35681.3
17533,274.0,1.7,2.708,132,35684.2
17534,274.0,-1.7,2.756,132,35687.1
17535,274.0,-3.3,2.852,133,35690.1
17536,273.8,-3.2,2.966,133,35693.1
17537,273.6,-4.7,2.992,133,35696.3
17538,273.6,-3.1,3.073,133,35699.6
17539,273.4,-1.5,3.162,133,35702.9
17540,273.4,-1.6,3.177,133,35705.9
17541,273.4,-1.6,3.24,133,35709.3
17542,273.4,-1.6,3.214,133,35712.4
17543,273.2,-1.6,3.242,133,35715.8
17544,273.2,0.0,3.18,133,35718.8
17545,273.2,1.6,3.146,133,35721.7
17546,273.4,1.6,3.126,133,35724.9
17547,273.4,1.5,3.186,133,35728.3
17548,273.4,0.0,3.172,133,35731.6
17549,273.4,0.0,3.178,133,35734.7
17550,273.4,0.0,3.19,133,35737.6
17551,273.4,0.0,3.17,133,35740.8
17552,273.4,0.0,3.078,133,35743.7
17553,273.4,1.7,2.941,133,35746.4
17554,273.4,1.7,2.972,133,35749.6
17555,273.6,1.6,3.012,133,35752.7
17556,273.6,1.7,2.996,133,35755.8
17557,273.6,-1.7,2.99,133,35758.6
17558,273.6,-3.4,3.045,134,35761.6
17559,273.4,-5.0,3.002,134,35764.6
17560,273.2,-5.2,2.98,134,35767.6
17561,273.0,-5.5,2.959,134,35770.6
17562,273.0,-3.4,2.882,135,35773.0
17563,272.8,-1.7,2.764,135,35775.4
17564,272.8,-1.6,2.959,135,35779.4
17565,272.8,0.0,2.995,136,35782.6
17566,272.8,0.0,3.037,136,35785.8
17567,272.8,0.0,3.141,136,35788.7
17568,272.8,0.0,3.305,136,35791.9
17569,272.8,0.0,3.152,137,35795.1
17570,272.8,-1.6,3.144,137,35798.3
17571,272.8,-1.6,3.095,137,35801.2
17572,272.6,-3.1,3.164,138,35804.6
17573,272.6,-3.2,3.166,138,35807.8
17574,272.4,-3.1,3.174,138,35811.0
17575,272.4,-3.3,3.118,138,35813.9
17576,272.2,-3.4,3.224,139,35817.4
17577,272.2,-3.4,3.074,139,35819.9
17578,272.0,-5.3,3.0,139,35822.8
17579,272.0,-8.2,2.938,139,35825.7
17580,271.6,-9.4,2.97,139,35828.7
17581,271.2,-14.7,2.968,138,35832.2
17582,270.8,-14.0,3.106,138,35835.5
17583,270.0,-13.6,3.31,138,35839.3
17584,269.6,-14.8,3.473,138,35843.0
17585,269.2,-11.2,3.63,138,35846.9
17586,268.6,-11.1,3.63,138,35850.4
17587,268.4,-8.7,3.634,138,35853.6
17588,268.0,-5.9,3.638,138,35857.5
17589,268.0,-4.7,3.532,139,35860.7
17590,267.8,-1.7,3.42,139,35864.0
17591,267.8,-1.7,3.216,139,35866.4
17592,267.8,0.0,3.128,139,35869.3
17593,267.8,0.0,2.963,139,35872.3
17594,267.8,-1.5,3.042,139,35875.9
17595,267.8,-1.5,3.12,139,35879.6
17596,267.6,-3.1,3.236,139,35882.6
17597,267.6,-6.2,3.254,139,35885.5
17598,267.4,-7.6,3.294,139,35888.8
17599,267.0,-8.8,3.29,139,35892.4
17600,266.6,-8.7,3.232,139,35895.7
17601,266.4,-7.4,3.308,139,35899.1
17602,266.2,-4.5,3.41,138,35902.6
17603,266.0,-4.5,3.406,138,35905.8
17604,266.0,-4.5,3.363,138,35909.2
17605,265.8,-4.5,3.38,138,35912.6
17606,265.6,-4.5,3.332,138,35915.8
17607,265.4,-6.1,3.332,138,35919.3
17608,265.4,-6.0,3.332,138,35922.5
17609,265.0,-6.0,3.32,138,35925.8
17610,264.8,-7.1,3.29,138,35929.1
17611,264.6,-5.6,3.36,137,35932.6
17612,264.4,-4.4,3.456,137,35936.5
17613,264.2,-4.5,3.522,137,35940.1
17614,264.2,-4.9,3.412,137,35942.8
17615,264.0,-4.9,3.388,136,35946.0
17616,263.8,-6.6,3.258,136,35948.9
17617,263.6,-8.2,3.14,136,35952.2
17618,263.4,-8.0,2.958,136,35954.9
17619,263.0,-6.5,3.088,135,35958.3
17620,262.8,-4.8,3.076,135,35961.4
17621,262.8,-1.6,3.141,135,35964.6
17622,262.8,0.0,3.05,135,35967.5
17623,262.8,0.0,3.163,135,35970.7
17624,262.8,-1.6,3.078,135,35973.7
17625,262.8,-1.6,3.122,135,35977.0
17626,262.6,-1.6,3.141,135,35980.3
17627,262.6,-3.1,3.138,135,35983.2
17628,262.6,-6.1,3.072,135,35986.0
17629,262.4,-8.4,3.28,135,35990.1
17630,261.8,-12.1,3.284,135,35993.4
17631,261.4,-12.6,3.446,135,35997.5
17632,260.8,-10.3,3.548,135,36000.9
17633,260.6,-8.2,3.654,135,36004.3
17634,260.4,-5.1,3.38,135,36007.0
17635,260.4,-5.5,3.252,135,36009.7
17636,260.2,-3.6,3.02,135,36012.6
17637,260.0,-5.2,2.88,135,36015.3
17638,260.0,-3.4,2.738,135,36018.0
17639,259.8,-1.7,2.832,135,36021.1
17640,259.8,-1.6,2.918,135,36024.3
17641,259.8,-1.6,2.91,135,36027.2
17642,259.8,-3.1,2.977,135,36030.2
17643,259.6,-7.3,3.164,135,36033.8
17644,259.4,-8.7,3.238,135,36037.3
17645,258.8,-10.1,3.336,135,36040.9
17646,258.6,-12.6,3.348,134,36043.9
17647,258.2,-11.3,3.488,134,36047.6
17648,257.6,-10.4,3.554,134,36051.6
17649,257.2,-8.8,3.554,134,36055.1
17650,257.0,-10.5,3.686,133,36059.4
17651,256.8,-10.6,3.928,133,36063.6
17652,256.0,-16.2,3.828,133,36066.8
17653,255.6,-18.9,3.706,133,36070.1
17654,254.8,-14.1,3.584,133,36073.0
17655,254.4,-13.1,3.384,133,36076.3
17656,254.2,-6.6,3.198,133,36079.6
17657,254.0,-4.9,3.112,133,36082.3
17658,254.0,-4.9,3.02,133,36085.2
17659,253.8,-6.3,3.128,133,36088.6
17660,253.6,-6.0,3.088,133,36091.7
17661,253.2,-7.2,3.113,133,36095.1
17662,253.2,-7.4,3.224,133,36098.4
17663,252.8,-5.8,3.468,133,36102.6
17664,252.6,-5.7,3.326,133,36105.3
17665,252.4,-2.8,3.446,133,36109.0
17666,252.4,-2.8,3.496,133,36112.6
17667,252.4,-1.4,3.663,133,36116.8
17668,252.2,-4.7,3.398,132,36119.5
17669,252.2,-8.8,3.526,132,36122.9
17670,251.8,-7.1,3.264,132,36125.3
17671,251.6,-7.0,2.752,132,36126.4
17672,251.4,-3.4,2.268,132,36128.1
17673,251.4,-1.9,2.25,132,36130.8
17674,251.4,-1.6,2.277,131,36134.3
17675,251.4,-3.0,2.366,131,36137.1
17676,251.2,-3.0,2.863,131,36140.7
17677,251.0,-6.0,3.168,131,36143.9
17678,251.0,-6.1,3.348,131,36147.5
17679,250.6,-7.6,3.244,131,36150.5
17680,250.4,-9.1,3.33,131,36153.8
17681,250.0,-6.0,3.29,131,36157.1
17682,249.8,-6.0,3.354,131,36160.7
17683,249.8,-4.6,3.252,131,36163.8
17684,249.6,-6.9,3.314,131,36167.1
17685,249.4,-11.0,3.268,131,36170.1
17686,249.0,-9.4,3.022,131,36172.2
17687,248.6,-7.8,2.805,131,36174.7
17688,248.6,-3.8,2.795,131,36177.8
17689,248.6,0.0,2.648,131,36180.3
17690,248.6,0.0,2.544,131,36182.8
17691,248.6,1.7,2.616,131,36185.3
17692,248.6,3.5,2.632,131,36187.9
17693,248.6,7.4,2.488,131,36190.2
17694,248.8,10.2,2.42,131,36192.4
17695,249.0,11.0,2.316,132,36194.4
17696,249.4,14.5,2.164,132,36196.1
17697,249.6,13.9,1.968,132,36197.7
17698,250.0,13.6,2.096,132,36200.7
17699,250.4,13.7,2.208,131,36203.4
17700,250.6,9.8,2.296,131,36205.9
17701,251.0,5.8,2.359,131,36207.9
17702,251.0,5.7,2.628,131,36210.9
17703,251.0,1.8,2.606,132,36213.7
17704,251.2,0.0,2.598,132,36216.4
17705,251.2,-1.9,2.606,133,36218.9
17706,251.0,-5.7,2.79,133,36221.9
17707,250.8,-10.8,2.698,133,36224.4
17708,250.6,-15.6,2.654,134,36227.0
17709,250.0,-13.9,2.727,134,36230.1
17710,249.2,-14.8,2.902,134,36233.4
17711,249.0,-12.0,3.088,134,36237.3
17712,248.6,-7.5,3.216,134,36240.4
17713,248.4,-7.7,3.28,134,36243.4
17714,248.2,-4.5,3.355,134,36246.9
17715,248.0,-3.0,3.376,134,36250.3
17716,248.0,-2.9,3.31,135,36253.9
17717,248.0,-1.6,3.278,135,36256.8
17718,247.8,-1.6,3.434,135,36260.6
17719,247.8,0.0,3.214,135,36262.9
17720,247.8,1.6,3.164,135,36266.1
17721,248.0,1.5,3.208,135,36269.9
17722,248.0,1.5,3.308,136,36273.4
17723,248.0,0.0,3.155,136,36276.3
17724,248.0,0.0,3.302,136,36279.4
17725,248.0,0.0,3.39,137,36283.1
17726,248.0,0.0,3.298,137,36286.4
17727,248.0,-1.6,3.328,137,36290.0
17728,248.0,-1.5,3.387,137,36293.3
17729,247.8,-3.3,3.308,137,36296.0
17730,247.8,-4.9,3.246,137,36299.3
17731,247.6,-4.7,3.184,138,36302.3
17732,247.4,-4.4,3.074,138,36305.4
17733,247.2,-4.5,3.098,138,36308.8
17734,247.2,-5.9,3.377,138,36312.9
17735,247.0,-7.3,3.295,138,36315.8
17736,246.6,-9.4,3.32,138,36318.9
17737,246.2,-7.7,3.396,138,36322.4
17738,246.0,-4.7,3.374,138,36325.6
17739,246.0,-3.4,3.177,138,36328.7
17740,246.0,-3.5,3.204,138,36331.8
17741,245.8,-5.5,3.026,138,36334.0
17742,245.6,-7.2,2.904,138,36336.9
17743,245.4,-6.6,2.82,138,36339.7
17744,245.2,-7.8,2.838,138,36342.9
17745,245.0,-7.6,2.878,138,36346.2
17746,244.6,-8.6,3.142,138,36349.8
17747,244.4,-7.0,3.196,137,36352.9
17748,244.0,-6.8,3.42,137,36356.8
17749,244.0,-6.4,3.53,137,36360.6
17750,243.6,-5.4,3.658,137,36364.5
17751,243.4,-5.5,3.758,137,36368.5
17752,243.2,-4.3,3.773,136,36371.7
17753,243.2,-3.1,3.672,136,36375.2
17754,243.0,-3.3,3.57,136,36378.4
17755,243.0,-3.3,3.39,136,36381.4
17756,242.8,-1.7,3.082,136,36383.9
17757,242.8,-3.2,3.138,135,36387.4
17758,242.8,-1.5,3.044,135,36390.4
17759,242.6,-1.5,3.08,135,36393.8
17760,242.6,-1.5,3.1,134,36396.9
17761,242.6,0.0,3.318,134,36400.5
17762,242.6,0.0,3.194,134,36403.4
17763,242.6,0.0,3.096,134,36405.9
17764,242.6,1.6,2.905,133,36408.4
17765,242.6,3.3,2.798,133,36410.9
17766,242.6,5.0,2.545,133,36413.3
17767,242.8,5.0,2.466,133,36415.7
17768,243.0,6.4,2.456,133,36418.2
17769,243.2,6.0,2.422,133,36420.5
17770,243.2,5.2,2.42,133,36423.0
17771,243.4,5.3,2.508,133,36425.8
17772,243.6,8.8,2.462,133,36428.0
17773,243.6,8.7,2.286,133,36429.6
17774,243.8,6.9,2.272,133,36431.8
17775,244.2,8.0,2.282,133,36434.4
17776,244.4,5.6,2.302,133,36437.3
17777,244.4,5.7,2.316,133,36439.6
17778,244.4,5.5,2.58,133,36442.5
17779,244.8,5.2,2.644,133,36445.0
17780,245.0,5.3,2.75,134,36448.2
17781,245.0,1.7,2.784,134,36451.2
17782,245.0,0.0,2.826,134,36453.8
17783,245.0,0.0,2.796,134,36456.5
17784,245.0,0.0,2.982,134,36459.9
17785,245.0,-1.4,3.128,134,36463.8
17786,245.0,-5.4,3.25,134,36467.5
17787,244.8,-8.6,3.488,134,36471.2
17788,244.2,-14.6,3.659,135,36474.8
17789,243.8,-15.5,3.563,135,36477.8
17790,243.0,-13.0,3.464,135,36481.1
17791,242.8,-11.6,3.33,135,36484.1
17792,242.6,-7.1,3.168,135,36487.0
17793,242.4,-7.2,3.008,135,36489.8
17794,242.2,-5.0,2.941,136,36492.5
17795,242.0,-3.4,2.82,136,36495.2
17796,242.0,-1.6,2.978,136,36499.0
17797,242.0,0.0,2.923,136,36501.6
17798,242.0,1.8,3.052,136,36505.1
17799,242.0,1.8,2.922,137,36507.1
17800,242.2,3.9,2.955,137,36510.0
17801,242.2,4.6,2.776,137,36512.9
17802,242.4,3.9,2.752,137,36515.4
17803,242.4,6.5,2.382,137,36517.0
17804,242.6,6.7,2.634,137,36520.3
17805,242.6,7.7,2.473,137,36522.4
17806,243.0,8.1,2.45,137,36525.1
17807,243.2,9.8,2.39,137,36527.4
17808,243.4,8.7,2.628,137,36530.1
17809,243.6,7.5,2.462,137,36532.6
17810,243.8,9.6,2.46,137,36534.7
17811,244.0,9.2,2.309,137,36536.7
17812,244.0,9.4,2.14,137,36538.1
17813,244.4,9.3,2.094,137,36540.6
17814,244.6,10.5,2.174,137,36543.4
17815,245.0,10.8,2.548,137,36547.4
17816,245.2,11.5,2.57,137,36549.5
17817,245.6,9.1,2.732,137,36551.7
17818,246.0,7.0,2.56,137,36553.4
17819,246.0,3.3,2.436,137,36555.6
17820,246.0,0.0,2.186,137,36558.4
17821,246.0,-1.7,2.29,137,36561.0
17822,246.0,-3.3,2.396,137,36563.7
17823,245.8,-6.0,2.796,137,36567.4
17824,245.6,-6.7,2.99,137,36570.6
17825,245.2,-6.7,3.195,137,36574.3
17826,245.0,-6.7,3.542,137,36578.7
17827,244.8,-6.9,3.704,137,36582.2
17828,244.6,-7.2,3.614,137,36585.4
17829,244.2,-7.4,3.664,137,36588.9
17830,244.0,-7.3,3.655,138,36592.6
17831,243.8,-4.4,3.424,138,36595.8
17832,243.6,-6.1,3.395,138,36599.2
17833,243.6,-6.0,3.436,138,36602.6
17834,243.2,-6.2,3.372,138,36605.7
17835,243.0,-7.9,3.305,138,36609.1
17836,242.8,-6.4,3.27,138,36612.2
17837,242.6,-6.5,3.214,138,36615.3
17838,242.4,-6.5,3.132,138,36618.3
17839,242.2,-6.5,3.137,138,36621.4
17840,242.0,-8.0,3.07,138,36624.5
17841,241.8,-9.7,3.063,137,36627.5
17842,241.4,-8.0,3.091,137,36630.7
17843,241.0,-9.4,3.102,136,36633.8
17844,241.0,-7.6,3.098,136,36636.9
17845,240.6,-7.5,3.154,136,36640.3
17846,240.4,-10.1,3.27,136,36643.8
17847,240.0,-8.7,3.277,136,36647.1
17848,239.6,-8.6,3.398,136,36650.8
17849,239.4,-8.4,3.42,136,36654.0
17850,239.2,-8.5,3.508,136,36657.8
17851,238.8,-9.9,3.504,136,36661.4
17852,238.4,-10.4,3.541,136,36664.8
17853,238.0,-9.4,3.474,136,36668.1
17854,237.8,-7.9,3.438,135,36671.2
17855,237.6,-6.5,3.268,135,36674.1
17856,237.4,-7.9,3.214,135,36677.4
17857,237.2,-7.6,3.138,134,36680.5
17858,236.8,-7.8,3.132,134,36683.8
17859,236.6,-10.9,3.206,133,36687.2
17860,236.4,-7.5,3.216,133,36690.2
17861,235.8,-8.8,3.194,133,36693.4
17862,235.8,-8.8,3.338,133,36697.2
17863,235.4,-7.5,3.402,132,36700.8
17864,235.2,-9.4,3.312,132,36703.8
17865,234.8,-8.0,3.31,132,36706.8
17866,234.6,-9.5,3.324,132,36710.0
17867,234.4,-8.0,3.216,131,36713.3
17868,234.0,-9.4,3.124,131,36716.4
17869,233.8,-10.8,3.108,131,36719.3
17870,233.4,-9.0,3.205,130,36722.8
17871,233.0,-8.8,3.246,130,36726.3
17872,232.8,-7.4,3.288,130,36729.7
17873,232.6,-7.5,3.298,130,36732.9
17874,232.4,-8.9,3.395,130,36736.3
17875,232.0,-8.7,3.372,130,36739.6
17876,231.6,-10.2,3.386,130,36743.2
17877,231.4,-8.6,3.412,129,36746.8
17878,231.0,-8.6,3.409,129,36750.0
17879,230.8,-8.5,3.466,129,36753.6
17880,230.4,-8.6,3.509,129,36757.2
17881,230.2,-8.8,3.528,129,36760.8
17882,229.8,-9.1,3.418,129,36763.9
17883,229.6,-10.9,3.452,129,36767.2
17884,229.2,-7.5,3.346,128,36770.4
17885,228.8,-7.5,3.286,128,36773.6
17886,228.8,-6.1,3.282,128,36777.2
17887,228.6,-6.2,3.35,128,36780.6
17888,228.4,-10.9,3.228,128,36783.4
17889,228.0,-10.6,3.252,128,36786.6
17890,227.4,-10.0,3.296,128,36790.1
17891,227.2,-8.2,3.31,128,36793.8
17892,227.0,-7.0,3.36,128,36797.4
17893,226.8,-8.5,3.578,128,36801.3
17894,226.4,-9.9,3.573,128,36804.5
17895,226.0,-10.3,3.576,128,36808.0
17896,225.6,-8.9,3.554,128,36811.6
17897,225.4,-8.8,3.5,128,36814.9
17898,225.2,-9.3,3.344,128,36818.0
17899,224.8,-9.3,3.424,128,36821.6
17900,224.4,-10.6,3.284,127,36824.4
17901,224.2,-10.9,3.266,127,36827.9
17902,223.8,-8.8,3.266,127,36831.2
17903,223.4,-8.9,3.294,127,36834.4
17904,223.2,-9.0,3.28,127,36838.0
